Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance in KM,Distance in miles
"London, United Kingdom - Nice, France",NCE,LHR,43.7,7.21,51.47,-0.45,1036.31,642.51
"Delhi, India - New York, United States Of America",JFK,DEL,40.6,-73.79,28.66,77.26,11755.12,7288.17
"Calgary, Canada - London, United Kingdom",LHR,YYC,51.5,-0.45,51.13,-114.01,7011.18,4346.93
"Bloemfontein, South Africa - Durban, South Africa",DUR,BFN,-30,30.95,-29.1,26.3,460.76,285.67
"Amsterdam, Netherlands - Paris, France",CDG,AMS,49,2.54,52.31,4.75,399.62,247.76
"Frankfurt, Germany - Zurich, Switzerland",FRA,ZRH,50.1,8.56,47.45,8.57,294.67,182.7
"Copenhagen, Denmark - Newark, United States Of America",CPH,EWR,55.6,12.64,40.69,-74.18,6207.55,3848.68
"New Orleans, United States Of America - New York, United States Of America",LGA,MSY,40.8,-73.88,29.98,-90.26,1905.43,1181.37
"Boston, United States Of America - Chicago, United States Of America",ORD,BOS,41.6,-98.93,42.21,-71,2302.04,1427.26
"New York, United States Of America - Nice, France",JFK,NCE,40.6,-73.79,43.67,7.21,6408.98,3973.57
"Charlottesville, United States Of America - New York, United States Of America",LGA,CHO,40.8,-73.88,37.23,-88.81,1347.62,835.52
"Geneva, Switzerland - London, United Kingdom",GVA,LGW,46.2,6.11,51.16,-0.16,717.86,445.07
"Copenhagen, Denmark - Stockholm, Sweden",ARN,CPH,60.7,15.85,55.63,12.64,594.19,368.4
"New York, United States Of America - Sydney, Australia",SYD,JFK,-33.9,151.23,40.64,-73.79,16006.05,9923.75
"Entebbe/kampala, Uganda - Johannesburg, South Africa",EBB,JNB,0,32.44,-26.13,28.23,2940.37,1823.03
"Manila, Philippines - Newcastle, United Kingdom",NCL,MNL,25.3,55.35,14.51,121.02,6907.09,4282.4
"Cairo, Egypt - Dubai, United Arab Emirates",CAI,DXB,30.1,31.25,25.25,55.35,2428.73,1505.81
"Birmingham, United Kingdom - Dubai, United Arab Emirates",DXB,BHX,25.3,55.35,52.45,-1.73,5597.25,3470.3
"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,1568.15,972.25
"Glasgow, United Kingdom - London, United Kingdom",LCY,GLA,51.5,0.05,55.86,-4.43,567.27,351.71
"Milan, Italy - Zurich, Switzerland",MXP,ZRH,45.5,9.18,47.45,8.57,221.8,137.52
"Denver, United States Of America - San Francisco, United States Of America",SFO,DEN,37.6,-122.39,39.77,-104.86,1538.02,953.57
"Chicago, United States Of America - Tokyo, Japan",NRT,ORD,35.8,140.39,41.6,-98.93,9504.35,5892.7
"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,1176.56,729.47
"Dubai, United Arab Emirates - Istanbul, Turkey",DXB,IST,25.3,55.35,41.04,28.99,2993.93,1856.24
"Beijing, China - San Francisco, United States Of America",SFO,PEK,37.6,-122.39,40.07,116.58,9495.9,5887.46
"Dubai, United Arab Emirates - Karachi, Pakistan",KHI,DXB,24.9,67.15,25.25,55.35,1188.7,736.99
"London, United Kingdom - Stockholm, Sweden",ARN,LHR,60.7,15.85,51.47,-0.45,1433.33,888.66
"Atlanta, United States Of America - London, United Kingdom",ATL,LHR,42.9,-83.53,51.47,-0.45,6006.81,3724.22
"Chicago, United States Of America - Dallas, United States Of America",DFW,ORD,32.9,-97.04,41.6,-98.93,981.68,608.64
"Hong Kong, Hong Kong - Paris, France",CDG,HKG,49,2.54,22.32,113.94,9592.0,5947.04
"Geneva, Switzerland - Nairobi, Kenya",GVA,NBO,47.5,8.57,-1.28,36.81,6076.89,3767.67
"Hong Kong, Hong Kong - Singapore, Singapore",HKG,SIN,22.3,113.94,1.34,103.98,2567.49,1591.84
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,364.79,226.17
"Boston, United States Of America - Philadelphia, United States Of America",PHL,BOS,45.1,-89.01,42.21,-71,1480.78,918.08
"Geneva, Switzerland - Zurich, Switzerland",ZRH,GVA,47.5,8.57,46.23,6.11,234.33,145.28
"Glasgow, United Kingdom - London, United Kingdom",LHR,GLA,51.5,-0.45,55.86,-4.43,550.92,341.57
"Edinburgh, United Kingdom - Isle Of Man, United Kingdom",IOM,EDI,54.1,-4.63,55.96,-3.34,222.55,137.98
"London, United Kingdom - Milan, Italy",LIN,LHR,45.5,9.18,51.47,-0.45,970.34,601.61
"Chicago, United States Of America - Minneapolis, United States Of America",MSP,ORD,44.9,-93.2,41.6,-98.93,591.37,366.65
"Dubai, United Arab Emirates - Johannesburg, South Africa",DXB,JNB,25.3,55.35,-26.13,28.23,6416.88,3978.47
"New York, United States Of America - Richmond, United States Of America",RIC,LGA,45.8,-94.22,40.77,-73.88,1733.11,1074.53
"Milan, Italy - New York, United States Of America",JFK,LIN,51.5,-0.45,45.47,9.18,974.89,604.43
"London, United Kingdom - Singapore, Singapore",SIN,LHR,1.3,103.98,51.47,-0.45,10885.97,6749.3
"Chicago, United States Of America - Des Moines, United States Of America",ORD,DSM,41.6,-98.93,41.53,-93.65,439.28,272.35
"Durban, South Africa - Port Elizabeth, South Africa",PLZ,DUR,-34,25.61,-29.96,30.95,674.69,418.31
"Newark, United States Of America - Tulsa, United States Of America",EWR,TUL,41.6,-98.93,34.23,-89.36,1171.76,726.49
"Geneva, Switzerland - Johannesburg, South Africa",GVA,JNB,47.5,8.57,-26.13,28.23,8420.86,5220.93
"Cincinnati, United States Of America - Newark, United States Of America",EWR,CVG,40.7,-74.18,39.06,-84.66,912.06,565.48
"Johannesburg, South Africa - Mahe Island, Seychelles Islands",JNB,SEZ,-26.1,28.23,-4.68,55.52,3754.67,2327.9
"Beijing, China - Shanghai, China",PEK,SHA,40.1,116.58,31.19,121.34,1079.63,669.37
"Melbourne, Australia - Singapore, Singapore",SIN,MEL,1.3,103.98,-37.67,144.85,6030.02,3738.61
"Bombay, India - Delhi, India",DEL,BOM,28.7,77.26,19.09,72.86,1158.1,718.02
"Beijing, China - New York, United States Of America",PEK,JFK,40.1,116.58,40.64,-73.79,10976.05,6805.15
"Cleveland, United States Of America - Newark, United States Of America",EWR,CLE,40.7,-74.18,45.46,-120.2,3723.15,2308.35
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,791.28,490.59
"Frankfurt, Germany - Munich, Germany",FRA,MUC,50.1,8.56,48.34,11.77,304.34,188.69
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,2081.61,1290.6
"Bombay, India - Madras, India",MAA,BOM,13.1,80.23,19.09,72.86,1030.94,639.18
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,450.7,279.43
"Hong Kong, Hong Kong - Seoul, Republic Of Korea",ICN,HKG,37.5,126.66,22.32,113.94,2081.61,1290.6
"Hong Kong, Hong Kong - Manila, Philippines",HKG,MNL,22.3,113.94,14.51,121.02,1143.28,708.83
"Hong Kong, Hong Kong - Shanghai, China",PVG,HKG,31.1,121.8,22.32,113.94,1249.16,774.48
"George, South Africa - Johannesburg, South Africa",GRJ,JNB,-34,22.38,-26.13,28.23,1040.04,644.82
"Jakarta-soekarno, Indonesia - London, United Kingdom",LHR,CGK,22.3,113.94,-6.13,106.66,3259.13,2020.66
"Johannesburg, South Africa - Kimberly, South Africa",JNB,KIM,-26.1,28.23,-28.79,24.77,453.87,281.4
"Delhi, India - London, United Kingdom",DEL,LHR,28.7,77.26,51.47,-0.45,6730.57,4172.95
"Budapest, Hungary - London, United Kingdom",LHR,BUD,51.5,-0.45,47.45,19.22,1485.54,921.03
"Bombay, India - Glasgow, United Kingdom",BOM,GLA,51.5,-0.45,55.86,-4.43,550.92,341.57
"Amsterdam, Netherlands - Frankfurt, Germany",FRA,AMS,50.1,8.56,52.31,4.75,361.63,224.21
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,450.7,279.43
"London, United Kingdom - Muscat, Oman",MCT,LHR,23.6,58.29,51.47,-0.45,5832.61,3616.22
"Atlanta, United States Of America - Philadelphia, United States Of America",ATL,PHL,42.9,-83.53,45.05,-89.01,499.29,309.56
"London, United Kingdom - Reykjavik-keflavik, Iceland",LHR,KEF,51.5,-0.45,63.99,-22.61,1893.27,1173.83
"Madrid, Spain - New York, United States Of America",MAD,NYC,40.5,-3.58,40.71,-74.01,5774.05,3579.91
"Lisbon, Portugal - Manchester, United Kingdom",MAN,LIS,53.4,0.1,38.77,-9.13,1772.25,1098.8
"Singapore, Singapore - Taipei, Taiwan",SIN,TPE,1.3,103.98,25.08,121.24,3228.52,2001.68
"Athens, Greece - New York, United States Of America",ATH,JFK,37.9,23.72,40.64,-73.79,7920.03,4910.42
"Manila, Philippines - Philadelphia, United States Of America",PHL,MNL,37.3,-107.75,14.51,121.02,12324.65,7641.28
"Milan, Italy - Paris, France",CDG,LIN,49,2.54,45.47,9.18,636.31,394.51
"Bombay, India - Poona, India",PNQ,BOM,18.6,73.91,19.09,72.86,123.2,76.38
"London, United Kingdom - Mahe Island, Seychelles Islands",SEZ,LHR,25.3,51.56,51.47,-0.45,5235.18,3245.81
"London, United Kingdom - New York, United States Of America",NYC,LHR,40.7,-74.01,51.47,-0.45,5551.49,3441.92
"Hong Kong, Hong Kong - Taipei, Taiwan",TPE,HKG,25.1,121.24,22.32,113.94,804.75,498.94
"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,4275.3,2650.69
"Philadelphia, United States Of America - San Diego, United States Of America",SAN,PHL,41.6,-98.93,45.05,-89.01,888.6,550.93
"Glasgow, United Kingdom - Newark, United States Of America",EWR,GLA,51.5,-0.45,55.86,-4.43,550.92,341.57
"Bombay, India - Newark, United States Of America",EWR,BOM,40.7,-74.18,19.09,72.86,12545.17,7778.01
"East London, South Africa - Johannesburg, South Africa",ELS,JNB,-33,27.83,-26.13,28.23,764.89,474.23
"Kuala Lumpur, Malaysia - Singapore, Singapore",KUL,SIN,2.8,101.71,1.34,103.98,299.97,185.98
"London, United Kingdom - San Francisco, United States Of America",SFO,LHR,37.6,-122.39,51.47,-0.45,8619.11,5343.85
"Lima, Peru - Newark, United States Of America",LIM,EWR,-12,-77.11,40.69,-74.18,5866.62,3637.3
"Glasgow, United Kingdom - London, United Kingdom",GLA,STN,55.9,-4.43,51.89,0.26,541.26,335.58
"Accra, Ghana - Nairobi, Kenya",NBO,ACC,-1.3,36.81,5.6,-0.17,4177.54,2590.07
"London, United Kingdom - Montreal, Canada",YUL,LHR,45.5,-73.75,51.47,-0.45,5213.69,3232.49
"Dubai, United Arab Emirates - Sydney, Australia",SYD,DXB,-33.9,151.23,25.25,55.35,12047.99,7469.75
"Lisbon, Portugal - Sao Paulo, Brazil",LIS,GRU,38.8,-9.13,-23.42,-46.48,7936.11,4920.39
"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,2938.71,1822.0
"Los Angeles, United States Of America - Tokyo, Japan",LAX,NRT,34.1,-118.24,35.75,140.39,8756.76,5429.19
"Aberdeen, United Kingdom - London, United Kingdom",LHR,ABZ,51.5,-0.45,57.2,-2.2,643.82,399.17
"Frankfurt, Germany - Paris, France",CDG,FRA,49,2.54,50.05,8.56,449.79,278.87
"London, United Kingdom - Zurich, Switzerland",ZRH,LHR,47.5,8.57,51.47,-0.45,786.17,487.43
"Dubai, United Arab Emirates - Frankfurt, Germany",FRA,DXB,50.1,8.56,25.25,55.35,4845.33,3004.1
"New York, United States Of America - Vancouver, Canada",YVR,JFK,49.2,-123.17,40.64,-73.79,3928.5,2435.67
"Manchester, United Kingdom - Newark, United States Of America",EWR,MAN,40.7,-74.18,53.37,0.1,5534.09,3431.14
"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,10881.74,6746.68
"Madrid, Spain - San Francisco, United States Of America",MAD,SFO,51.5,-0.45,37.61,-122.39,8615.75,5341.77
"Edinburgh, United Kingdom - Singapore, Singapore",EDI,SIN,51.5,-0.45,1.34,103.98,10881.74,6746.68
"Las Vegas, United States Of America - London, United Kingdom",LAS,LGW,32,-87.96,51.16,-0.16,7153.29,4435.04
"Chicago, United States Of America - Houston, United States Of America",ORD,IAH,41.6,-98.93,29.98,-95.34,1331.69,825.65
"Singapore, Singapore - Sydney, Australia",SIN,SYD,1.3,103.98,-33.92,151.23,6293.67,3902.08
"Lima, Peru - Santiago, Chile",LIM,SCL,-12,-77.11,-33.39,-70.79,2463.71,1527.5
"Cairo, Egypt - London, United Kingdom",LHR,CAI,51.5,-0.45,30.05,31.25,3530.49,2188.9
"Frankfurt, Germany - Singapore, Singapore",FRA,SIN,50.1,8.56,1.34,103.98,10279.23,6373.12
"Gothenburg, Sweden - London, United Kingdom",LHR,GOT,51.5,-0.45,59.56,16.49,1385.77,859.18
"New York, United States Of America - Sydney, Australia",JFK,SYD,40.6,-73.79,-33.92,151.23,16006.65,9924.12
"New York, United States Of America - Tampa, United States Of America",TPA,LGA,28,-82.54,40.77,-73.88,1625.15,1007.59
"Johannesburg, South Africa - London, United Kingdom",LHR,JNB,51.5,-0.45,-26.13,28.23,9076.26,5627.28
"Houston, United States Of America - Paris, France",CDG,IAH,39,-77.45,29.98,-95.34,1916.72,1188.37
"Hong Kong, Hong Kong - San Francisco, United States Of America",SFO,HKG,37.6,-122.39,22.32,113.94,11125.79,6897.99
"Bombay, India - Delhi, India",BOM,DEL,19.1,72.86,28.66,77.26,1153.0,714.86
"Los Angeles, United States Of America - Manila, Philippines",LAX,MNL,37.5,126.66,14.51,121.02,2616.36,1622.14
"Geneva, Switzerland - London, United Kingdom",GVA,LHR,46.2,6.11,51.47,-0.45,756.96,469.32
"Amsterdam, Netherlands - Johannesburg, South Africa",JNB,AMS,-26.1,28.23,52.31,4.75,9013.17,5588.17
"Hong Kong, Hong Kong - Taipei, Taiwan",HKG,TPE,22.3,113.94,25.08,121.24,804.85,499.01
"Fukuoka, Japan - Tokyo, Japan",HND,FUK,35.6,139.75,33.6,130.44,880.28,545.77
"Dubai, United Arab Emirates - Frankfurt, Germany",DXB,FRA,25.3,55.35,50.05,8.56,4839.63,3000.57
"New York, United States Of America - Toronto, Canada",YYZ,LGA,43.7,-79.61,40.77,-73.88,573.09,355.32
"Bogota, Colombia - Lima, Peru",BOG,LIM,4.7,-74.14,-12.02,-77.11,1887.96,1170.54
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,299.97,185.98
"Dubai, United Arab Emirates - Nairobi, Kenya",NBO,DXB,-1.3,36.81,25.25,55.35,3563.41,2209.31
"Manchester, United Kingdom - Newark, United States Of America",MAN,EWR,53.4,0.1,40.69,-74.18,5533.85,3430.99
"Chicago, United States Of America - Kansas City, United States Of America",ORD,MCI,41.6,-98.93,39.3,-94.72,438.44,271.83
"Charlotte, United States Of America - Newark, United States Of America",CLT,EWR,35.2,-80.95,40.69,-74.18,850.98,527.61
"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,4275.3,2650.69
"Singapore, Singapore - Tokyo, Japan",SIN,NRT,1.3,103.98,35.75,140.39,5362.15,3324.53
"London, United Kingdom - Newcastle, United Kingdom",NCL,LHR,55,-1.71,51.47,-0.45,401.36,248.84
"Moscow, Russia - Zurich, Switzerland",ZRH,DME,47.5,8.57,55.42,37.9,2193.57,1360.01
"London, United Kingdom - Raleigh/durham, United States Of America",RDU,LHR,35.9,-78.79,51.47,-0.45,6215.41,3853.55
"Miami, United States Of America - Rio De Janeiro, Brazil",MIA,GIG,33.4,-110.87,-22.81,-43.24,9500.67,5890.42
"Austin, United States Of America - London, United Kingdom",LHR,AUS,41.6,-98.93,30.2,-97.67,1272.65,789.04
"Houston, United States Of America - Tokyo, Japan",NRT,IAH,35.8,140.39,29.98,-95.34,10666.82,6613.43
"Madrid, Spain - Paris, France",MAD,PAR,40.5,-3.58,49.01,2.54,1061.67,658.24
"Dubai, United Arab Emirates - Newcastle, United Kingdom",DXB,NCL,25.3,55.35,55.04,-1.71,5649.49,3502.68
"New York, United States Of America - Seoul, Republic Of Korea",ICN,JFK,37.5,126.66,40.64,-73.79,11080.26,6869.76
"Philadelphia, United States Of America - Portland, United States Of America",PHL,PWM,45.1,-89.01,43.65,-70.31,1491.61,924.8
"Dubai, United Arab Emirates - Paris, France",DXB,CDG,25.3,55.35,49.01,2.54,5234.57,3245.43
"Dar Es Salaam, United Rep. Of Tanzania - Dubai, United Arab Emirates",DAR,DXB,-6.9,39.2,25.25,55.35,3979.04,2467.0
"Chicago, United States Of America - Los Angeles, United States Of America",ORD,LAX,41.6,-98.93,34.05,-118.24,1886.61,1169.7
"Bombay, India - Tokyo, Japan",NRT,BOM,35.8,140.39,19.09,72.86,6786.94,4207.9
"Seoul, Republic Of Korea - Tokyo, Japan",HND,GMP,35.6,139.75,37.56,126.79,1176.56,729.47
"Beijing, China - Singapore, Singapore",PEK,SIN,40.1,116.58,1.34,103.98,4494.04,2786.3
"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LHR,53.3,-6.25,51.47,-0.45,442.94,274.62
"Bordeaux, France - Paris, France",ORY,BOD,48.7,2.37,41.73,8.88,926.97,574.72
"Newark, United States Of America - Portland, United States Of America",EWR,PDX,40.8,-111.89,45.59,-122.59,1016.58,630.28
"Dublin, Republic Of Ireland - London, United Kingdom",DUB,LCY,53.3,-6.25,51.5,0.05,471.75,292.49
"Houston, United States Of America - Rio De Janeiro, Brazil",IAH,GIG,30,-95.34,-22.81,-43.24,8089.41,5015.43
"Edinburgh, United Kingdom - Newark, United States Of America",EDI,EWR,56,-3.34,40.69,-74.18,5246.44,3252.79
"Dublin, Republic Of Ireland - London, United Kingdom",LGW,DUB,51.2,-0.16,53.34,-6.25,477.62,296.12
"Philadelphia, United States Of America - Venice, Italy",PHL,VCE,51.5,-0.45,45.44,12.32,1155.14,716.19
"Hamburg, Germany - Munich, Germany",MUC,HAM,48.3,11.77,53.64,10.01,606.38,375.96
"Newark, United States Of America - Vancouver, Canada",YVR,EWR,49.2,-123.17,40.69,-74.18,3897.42,2416.4
"Singapore, Singapore - Taipei, Taiwan",SIN,TPE,1.3,103.98,25.08,121.24,3228.52,2001.68
"London, United Kingdom - Zurich, Switzerland",LHR,ZRH,51.5,-0.45,47.45,8.57,791.28,490.59
"Helsinki, Finland - Stockholm, Sweden",ARN,HEL,60.7,15.85,60.31,24.97,500.76,310.47
"Glasgow, United Kingdom - Singapore, Singapore",SIN,GLA,51.5,-0.45,55.86,-4.43,550.92,341.57
"Singapore, Singapore - Zurich, Switzerland",SIN,ZRH,1.3,103.98,47.45,8.57,10307.26,6390.5
"Manila, Philippines - Singapore, Singapore",MNL,SIN,14.5,121.02,1.34,103.98,2376.21,1473.25
"New York, United States Of America - Toronto, Canada",JFK,YYZ,40.6,-73.79,43.68,-79.61,589.31,365.37
"Montreal, Canada - Toronto, Canada",YYZ,YUL,43.7,-79.61,45.46,-73.75,503.53,312.19
"Johannesburg, South Africa - Windhoek, Namibia",JNB,WDH,-26.1,28.23,-22.48,17.47,1161.93,720.4
"Johannesburg, South Africa - Sao Paulo, Brazil",JNB,GRU,-26.1,28.23,-23.42,-46.48,7440.12,4612.87
"Dubai, United Arab Emirates - Dublin, Republic Of Ireland",DXB,DUB,25.3,55.35,53.34,-6.25,5911.27,3664.99
"London, United Kingdom - Stavanger, Norway",SVG,LHR,58.9,5.63,51.47,-0.45,911.02,564.83
"London, United Kingdom - St. Petersburg, Russia",LHR,LED,51.5,-0.45,59.77,30.33,2113.99,1310.67
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,364.79,226.17
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34,531.0,329.22
"Bucharest-otopeni, Romania - London, United Kingdom",OTP,LHR,44.6,26.07,51.47,-0.45,2100.31,1302.19
"Milwaukee, United States Of America - Newark, United States Of America",MKE,EWR,43,-87.91,40.69,-74.18,1164.53,722.01
"Seoul, Republic Of Korea - Singapore, Singapore",SIN,ICN,1.3,103.98,37.45,126.66,4641.96,2878.02
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79,5540.14,3434.89
"Atlanta, United States Of America - Johannesburg, South Africa",ATL,JNB,42.9,-83.53,-26.13,28.23,13669.15,8474.87
"Dubai, United Arab Emirates - Mahe Island, Seychelles Islands",DXB,SEZ,25.3,55.35,-4.68,55.52,3333.67,2066.88
"Hong Kong, Hong Kong - Perth, Australia",HKG,PER,13.7,100.77,-31.94,115.97,5327.14,3302.83
"Newark, United States Of America - San Antonio, United States Of America",SAT,EWR,42.9,-83.53,40.69,-74.18,812.61,503.82
"Paris, France - Zurich, Switzerland",ZRH,CDG,47.5,8.57,49.01,2.54,476.8,295.62
"Beijing, China - Paris, France",CDG,PEK,49,2.54,40.07,116.58,8190.86,5078.33
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54,450.7,279.43
"Chicago, United States Of America - Toronto, Canada",ORD,YYZ,41.6,-98.93,43.68,-79.61,1593.44,987.93
"Los Angeles, United States Of America - Washington Dc, United States Of America",IAD,LAX,39,-77.45,34.05,-118.24,3655.35,2266.32
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79,5540.14,3434.89
"Amsterdam, Netherlands - New York, United States Of America",AMS,JFK,52.3,4.75,40.64,-73.79,5847.67,3625.56
"Beijing, China - Singapore, Singapore",PEK,SIN,40.1,116.58,1.34,103.98,4494.04,2786.3
"Cologne, Germany - London, United Kingdom",LHR,CGN,51.5,-0.45,50.88,7.11,531.11,329.29
"Bombay, India - Hong Kong, Hong Kong",BOM,HKG,19.1,72.86,22.32,113.94,4274.95,2650.47
"Doha, Qatar - Frankfurt, Germany",FRA,DOH,50.1,8.56,25.27,51.56,4587.9,2844.5
"Chicago, United States Of America - Philadelphia, United States Of America",PHL,ORD,45.1,-89.01,41.6,-98.93,890.7,552.23
"San Francisco, United States Of America - Santa Ana, United States Of America",SNA,SFO,37.4,-86.16,37.61,-122.39,3175.76,1968.97
"Edinburgh, United Kingdom - Madras, India",EDI,MAA,51.5,-0.45,13.05,80.23,8233.14,5104.55
"London, United Kingdom - Madrid, Spain",LHR,MAD,51.5,-0.45,40.46,-3.58,1250.88,775.55
"Dublin, Republic Of Ireland - Philadelphia, United States Of America",PHL,DUB,45.1,-89.01,53.34,-6.25,5736.11,3556.39
"Barcelona, Spain - London, United Kingdom",LHR,BCN,51.5,-0.45,41.3,2.08,1150.47,713.29
"Los Angeles, United States Of America - Oakland, United States Of America",OAK,LAX,40.2,-97.9,34.05,-118.24,1923.16,1192.36
"New York, United States Of America - Orlando-intl, United States Of America",LGA,MCO,40.8,-73.88,28.44,-81.31,1531.85,949.75
"Seoul, Republic Of Korea - Singapore, Singapore",SIN,ICN,1.3,103.98,37.45,126.66,4641.96,2878.02
"London, United Kingdom - Mauritius, Mauritius",MRU,LHR,49,2.54,51.47,-0.45,347.3,215.33
"Hong Kong, Hong Kong - Taipei, Taiwan",TPE,HKG,25.1,121.24,22.32,113.94,804.75,498.94
"Berlin, Germany - London, United Kingdom",LHR,TXL,51.5,-0.45,52.55,13.29,945.85,586.43
"Melbourne, Australia - Sydney, Australia",SYD,MEL,-33.9,151.23,-37.67,144.85,711.69,441.25
"Melbourne, Australia - Singapore, Singapore",MEL,SIN,-37.7,144.85,1.34,103.98,6035.42,3741.96
"Milan, Italy - Naples, Italy",LIN,NAP,45.5,9.18,40.84,14.25,661.18,409.93
"Jakarta-soekarno, Indonesia - Singapore, Singapore",SIN,CGK,1.3,103.98,-6.13,106.66,878.12,544.43
"Mexico City, Mexico - Santiago, Chile",SCL,MEX,-33.4,-70.79,19.43,-99.16,6600.66,4092.41
"New York, United States Of America - Singapore, Singapore",JFK,SIN,40.6,-73.79,1.34,103.98,15346.09,9514.58
"London, United Kingdom - New York, United States Of America",LHR,JFK,51.5,-0.45,40.64,-73.79,5540.14,3434.89
"London, United Kingdom - Nice, France",LGW,NCE,51.2,-0.16,43.67,7.21,1003.05,621.89
"Dubai, United Arab Emirates - Jeddah, Saudi Arabia",JED,DXB,21.7,39.15,25.25,55.35,1697.51,1052.46
"London, United Kingdom - Madrid, Spain",LTN,MAD,51.9,-0.37,40.46,-3.58,1295.52,803.22
"Mombasa, Kenya - Nairobi, Kenya",NBO,MBA,-1.3,36.81,-4,39.72,441.13,273.5
"Baltimore, United States Of America - London, United Kingdom",BWI,LHR,39.2,-76.67,51.47,-0.45,5832.53,3616.17
"Lisbon, Portugal - London, United Kingdom",LGW,LIS,51.2,-0.16,38.77,-9.13,1549.1,960.44
"New York, United States Of America - Osaka, Japan",JFK,ITM,35.8,140.39,34.79,135.44,463.01,287.07
"Kansas City, United States Of America - Newark, United States Of America",MCI,EWR,39.3,-94.72,40.69,-74.18,1752.53,1086.57
"Geneva, Switzerland - Singapore, Singapore",GVA,SIN,25.3,51.56,1.34,103.98,6211.37,3851.05
"Geneva, Switzerland - Zurich, Switzerland",GVA,ZRH,46.2,6.11,47.45,8.57,233.11,144.53
"Munich, Germany - San Francisco, United States Of America",MUC,SFO,48.3,11.77,37.61,-122.39,9442.78,5854.52
"Amsterdam, Netherlands - London, United Kingdom",AMS,LHR,52.3,4.75,51.47,-0.45,368.55,228.5
"Frankfurt, Germany - Geneva, Switzerland",GVA,FRA,46.2,6.11,50.05,8.56,465.06,288.34
"Miami, United States Of America - San Francisco, United States Of America",MIA,SFO,33.4,-110.87,37.61,-122.39,1141.96,708.02
"Hong Kong, Hong Kong - London, United Kingdom",LHR,HKG,51.5,-0.45,22.32,113.94,9628.8,5969.86
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34,531.0,329.22
"Milan, Italy - Paris, France",LIN,CDG,45.5,9.18,49.01,2.54,634.79,393.57
"Singapore, Singapore - Sydney, Australia",SYD,SIN,-33.9,151.23,1.34,103.98,6295.65,3903.3
"Karachi, Pakistan - London, United Kingdom",KHI,LGW,25.3,55.35,51.16,-0.16,5466.45,3389.2
"Sydney, Australia - Tokyo, Japan",NRT,SYD,35.8,140.39,-33.92,151.23,7833.89,4857.01
"Madrid, Spain - Milan, Italy",MXP,MAD,45.5,9.18,40.46,-3.58,1177.7,730.17
"Dar Es Salaam, United Rep. Of Tanzania - Nairobi, Kenya",NBO,DAR,-1.3,36.81,-6.88,39.2,674.68,418.3
"Chicago, United States Of America - Hong Kong, Hong Kong",HKG,ORD,22.3,113.94,41.6,-98.93,12144.56,7529.63
"Dubai, United Arab Emirates - Jakarta-soekarno, Indonesia",CGK,DXB,-6.1,106.66,25.25,55.35,6547.02,4059.15
"New York, United States Of America - Tokyo, Japan",JFK,HND,40.6,-73.79,35.55,139.75,10880.07,6745.64
"Brisbane, Australia - Singapore, Singapore",SIN,BNE,1.3,103.98,-27.4,153.11,6140.8,3807.3
"Glasgow, United Kingdom - Manchester, United Kingdom",GLA,MAN,55.9,-4.43,53.37,0.1,404.99,251.09
"Montreal, Canada - Newark, United States Of America",EWR,YUL,40.7,-74.18,45.46,-73.75,530.44,328.87
"Miami, United States Of America - Tokyo, Japan",NRT,MIA,40.6,-73.79,33.4,-110.87,3362.31,2084.63
"Chicago, United States Of America - White Plains, United States Of America",ORD,HPN,41.6,-98.93,41.07,-73.7,2099.81,1301.88
"Cairo, Egypt - Nairobi, Kenya",CAI,NBO,30.1,31.25,-1.28,36.81,3538.77,2194.04
